Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
CCND2	gene	CCND2	Expert Review Green;Literature;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3  615938  				24705253, 27854409		False	3	100;0;0	2.144	True	Other - please provide details in the comments	ENSG00000118971	ENSG00000118971	HGNC:1583													
CDH2	gene	CDH2	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Agenesis of corpus callosum, cardiac, ocular, and genital syndrome, OMIM:618929;Agenesis of corpus callosum, cardiac, ocular, and genital syndrome, MONDO:0030065				31585109;31650526		False	3	100;0;0	2.144	False		ENSG00000170558	ENSG00000170558	HGNC:1759													
CDK13	gene	CDK13	Expert Review;Expert Review Green	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Congenital heart defects, dysmorphic facial features, and intellectual development disorder 617360				27479907;25529582		False	3	67;0;33	2.144	False		ENSG00000065883	ENSG00000065883	HGNC:1733													
CEP85L	gene	CEP85L	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Lissencephaly 10, OMIM:618873;Lissencephaly 10, MONDO:0030031				32097630;32097629		False	3	100;0;0	2.144	False		ENSG00000111860	ENSG00000111860	HGNC:21638													
CRADD	gene	CRADD	Expert list;Expert Review Green	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mental retardation, autosomal recessive 34, with variant lissencephaly, OMIM:614499				22279524;27773430;30914828		False	3	100;0;0	2.144	False		ENSG00000169372	ENSG00000169372	HGNC:2340													
CSNK2A1	gene	CSNK2A1	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Okur-Chung neurodevelopmental syndrome, OMIM:617062				27048600;29240241		False	3	50;50;0	2.144	False		ENSG00000101266	ENSG00000101266	HGNC:2457													
DAG1	gene	DAG1	Emory Genetics Laboratory;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 9  616538  				24052401;25934851;12140559		False	3	33;0;67	2.144	True		ENSG00000173402	ENSG00000173402	HGNC:2666													
DCX	gene	DCX	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert Review Green;Other;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	"Lissencephaly, X-linked	300067;Subcortical laminal heteropia, X-linked	300067;Classic Lissencephaly/Subcortical Band Heterotopia"						False	3	100;0;0	2.144	True		ENSG00000077279	ENSG00000077279	HGNC:2714													
DYNC1H1	gene	DYNC1H1	Expert Review;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mental retardation, autosomal dominant 13  614563						False	3	100;0;0	2.144	True		ENSG00000197102	ENSG00000197102	HGNC:2961													
EMX2	gene	EMX2	Expert Review Green;Other	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Schizencephaly, OMIM:269160				8528262;9359037;18409201;17506092		False	3	33;67;0	2.144	False		ENSG00000170370	ENSG00000170370	HGNC:3341													
FKRP	gene	FKRP	Emory Genetics Laboratory;Expert Review;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscle- eye- brain disease; Warburg syndrome						False	3	100;0;0	2.144	True		ENSG00000181027	ENSG00000181027	HGNC:17997													
FKTN	gene	FKTN	Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4  253800  				9690476		False	3	0;0;0	2.144	True	Other - please provide details in the comments	ENSG00000106692	ENSG00000106692	HGNC:3622													
FLNA	gene	FLNA	Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Heterotopia, periventricular, 1, OMIM:300049						False	3	100;0;0	2.144	True	Other - please provide details in the comments	ENSG00000196924	ENSG00000196924	HGNC:3754													
GPSM2	gene	GPSM2	Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Chudley-McCullough syndrome  604213  				20602914		False	3	100;0;0	2.144	True		ENSG00000121957	ENSG00000121957	HGNC:29501													
H3F3A	gene	H3F3A	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental delay;Intellectual disability;Neurodegeneration;Epilepsy;Facial dysmorphism;Congenital anomalies				31942419;33268356		False	3	100;0;0	2.144	False		ENSG00000163041	ENSG00000163041	HGNC:4764													
ISPD	gene	ISPD	Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7  614643  				22522420		False	3	100;0;0	2.144	True		ENSG00000214960	ENSG00000214960	HGNC:37276													
KATNB1	gene	KATNB1	Expert Review Green;Other	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Lissencephaly 6, with microcephaly, OMIM:616212, MONDO:0014534				25521379;25521378		False	3	0;0;0	2.144	True		ENSG00000140854	ENSG00000140854	HGNC:6217													
KIF1BP	gene	KIF1BP	Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Goldberg-Shprintzen megacolon syndrome  609460  				15883926		False	3	100;0;0	2.144	True		ENSG00000198954	ENSG00000198954	HGNC:23419													
KIF2A	gene	KIF2A	Expert Review;Expert Review Green;Other;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Cortical dysplasia, complex, with other brain malformations 3						False	3	100;0;0	2.144	True		ENSG00000068796	ENSG00000068796	HGNC:6318													
KIF5C	gene	KIF5C	Expert Review;Expert Review Green;Other;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Cortical dysplasia, complex, with other brain malformations 2						False	3	100;0;0	2.144	True		ENSG00000168280	ENSG00000168280	HGNC:6325													
LAMA2	gene	LAMA2	Expert list;Expert Review Green	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy, congenital, merosin deficient or partially deficient OMIM:607855				20207543;18406646;32827036		False	3	100;0;0	2.144	False		ENSG00000196569	ENSG00000196569	HGNC:6482													
LAMB1	gene	LAMB1	Expert Review;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Lissencephaly 5  615191						False	3	100;0;0	2.144	True		ENSG00000091136	ENSG00000091136	HGNC:6486													
LAMC3	gene	LAMC3	Emory Genetics Laboratory;Expert Review Green;Other;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cortical malformations, occipital  614115				21572413		False	3	100;0;0	2.144	True		ENSG00000050555	ENSG00000050555	HGNC:6494													
LARGE1	gene	LARGE1	Emory Genetics Laboratory;Expert Review;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscle-eye-brain disease						False	3	100;0;0	2.144	True		ENSG00000133424	ENSG00000133424	HGNC:6511													
MACF1	gene	MACF1	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Lissencephaly 9 with complex brainstem malformation, 618325				30471716		False	3	100;0;0	2.144	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000127603	ENSG00000127603	HGNC:13664													
MAP1B	gene	MAP1B	Expert list;Expert Review Green	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Periventricular nodular heterotopia 9, OMIM:618918				31317654;30150678;30214071		False	3	100;0;0	2.144	False		ENSG00000131711	ENSG00000131711	HGNC:6836													
MN1	gene	MN1	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	CEBALID syndrome, OMIM:618774;CEBALID syndrome, MONDO:0032908				31834374;31839203;15870292		False	3	100;0;0	2.144	False		ENSG00000169184	ENSG00000169184	HGNC:7180													
MTOR	gene	MTOR	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Focal cortical dysplasia, type II, somatic 607341				26018084;27830187;25878179		False	3	0;0;0	2.144	False	Other - please provide details in the comments	ENSG00000198793	ENSG00000198793	HGNC:3942													
NDE1	gene	NDE1	Expert Review Green;Illumina TruGenome Clinical Sequencing Services;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Lissencephaly 4 (with microcephaly) 614019;?Microhydranencephaly 605013						False	3	100;0;0	2.144	True		ENSG00000072864	ENSG00000072864	HGNC:17619													
NEDD4L	gene	NEDD4L	Expert Review;Expert Review Green	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Periventricular nodular heterotopia 7  617201				27694961		False	3	100;0;0	2.144	True		ENSG00000049759	ENSG00000049759	HGNC:7728													
OCLN	gene	OCLN	Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Band-like calcification with simplified gyration and polymicrogyria  251290  				20727516		False	3	100;0;0	2.144	True		ENSG00000197822	ENSG00000197822	HGNC:8104													
OSGEP	gene	OSGEP	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Galloway-Mowat syndrome 3	617729"				28805828		False	3	100;0;0	2.144	True		ENSG00000092094	ENSG00000092094	HGNC:18028													
PAFAH1B1	gene	PAFAH1B1	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Other;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	"Lissencephaly 1	607432;Subcortical laminar heterotopia	607432"						False	3	0;0;0	2.144	True		ENSG00000007168	ENSG00000007168	HGNC:8574													
PEX1	gene	PEX1	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 1A (Zellweger), 214100;Peroxisome biogenesis disorder 1B (NALD/IRD), 601539				27604308		False	3	100;0;0	2.144	False		ENSG00000127980	ENSG00000127980	HGNC:8850													
PEX10	gene	PEX10	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 6A (Zellweger), 614870;Peroxisome biogenesis disorder 6B, 614871				27604308		False	3	100;0;0	2.144	False		ENSG00000157911	ENSG00000157911	HGNC:8851													
PEX11B	gene	PEX11B	Expert Review Green	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 14B, 614920						False	3	100;0;0	2.144	False		ENSG00000131779	ENSG00000131779	HGNC:8853													
PEX12	gene	PEX12	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 3A (Zellweger), 614859;Peroxisome biogenesis disorder 3B, 266510				27604308		False	3	100;0;0	2.144	False		ENSG00000108733	ENSG00000108733	HGNC:8854													
PEX13	gene	PEX13	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 11A (Zellweger),614883				27604308		False	3	100;0;0	2.144	False		ENSG00000162928	ENSG00000162928	HGNC:8855													
PEX14	gene	PEX14	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 13A (Zellweger), 614887				27604308		False	3	100;0;0	2.144	False		ENSG00000142655	ENSG00000142655	HGNC:8856													
PEX16	gene	PEX16	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 8A, (Zellweger), 614876;Zellweger Syndrome;Peroxisome Biogenesis Disorders, Zellweger Syndrome Spectrum;Peroxisomal biogenesis disorders				27604308		False	3	100;0;0	2.144	False		ENSG00000121680	ENSG00000121680	HGNC:8857													
PEX19	gene	PEX19	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 12A (Zellweger), 614886				27604308		False	3	100;0;0	2.144	False		ENSG00000162735	ENSG00000162735	HGNC:9713													
PEX2	gene	PEX2	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 5A (Zellweger), 614866;Peroxisome biogenesis disorder 5B, 614867				27604308		False	3	100;0;0	2.144	False		ENSG00000164751	ENSG00000164751	HGNC:9717													
PEX26	gene	PEX26	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 7A (Zellweger), 61487;Peroxisome biogenesis disorder 7B, 614873				27604308		False	3	100;0;0	2.144	False		ENSG00000215193	ENSG00000215193	HGNC:22965													
PEX3	gene	PEX3	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 10A (Zellweger), 614882				27604308		False	3	100;0;0	2.144	False		ENSG00000034693	ENSG00000034693	HGNC:8858													
PEX5	gene	PEX5	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of peroxisome biogenesis;Peroxisome biogenesis disorder 2A (Zellweger), 214110;Peroxisome biogenesis disorder 2B, 202370				27604308		False	3	100;0;0	2.144	False		ENSG00000139197	ENSG00000139197	HGNC:9719													
PEX6	gene	PEX6	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 4A (Zellweger), OMIM:614862;Peroxisome biogenesis disorder 4B, OMIM:614863				27604308;29220678		False	3	100;0;0	2.144	False		ENSG00000124587	ENSG00000124587	HGNC:8859													
PEX7	gene	PEX7	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Rhizomelic chondrodysplasia punctata type 1 (Peroxisomal disorders);Peroxisome biogenesis disorder 9B, 614879;Rhizomelic chondrodysplasia punctata, type 1, 215100				27604308		False	3	50;0;50	2.144	False		ENSG00000112357	ENSG00000112357	HGNC:8860													
PIK3CA	gene	PIK3CA	Expert Review;Expert Review Green;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polymicrogyria, hemimegalencephaly, macrocephaly						False	3	100;0;0	2.144	True		ENSG00000121879	ENSG00000121879	HGNC:8975													
PIK3R2	gene	PIK3R2	Expert Review;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1  603387						False	3	100;0;0	2.144	True		ENSG00000105647	ENSG00000105647	HGNC:8980													
POMGNT1	gene	POMGNT1	Emory Genetics Laboratory;Expert Review;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3  253280						False	3	100;0;0	2.144	True		ENSG00000085998	ENSG00000085998	HGNC:19139													
POMGNT2	gene	POMGNT2	Emory Genetics Laboratory;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8  614830  				22958903		False	3	100;0;0	2.144	True		ENSG00000144647	ENSG00000144647	HGNC:25902													
POMT1	gene	POMT1	Emory Genetics Laboratory;Expert Review;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1  236670;Type 2 lissencephaly						False	3	100;0;0	2.144	True		ENSG00000130714	ENSG00000130714	HGNC:9202													
POMT2	gene	POMT2	Emory Genetics Laboratory;Expert Review;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2  613150;Type 2 lissencephaly						False	3	100;0;0	2.144	True		ENSG00000009830	ENSG00000009830	HGNC:19743													
PPP1R12A	gene	PPP1R12A	Expert Review Green;Literature	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Genitourinary and/or/brain malformation syndrome, OMIM:618820				31883643		False	3	100;0;0	2.144	False		ENSG00000058272	ENSG00000058272	HGNC:7618													
RELN	gene	RELN	Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Lissencephaly 2 (Norman-Roberts type)	257320;Type 2 lissencephaly and cerebellar hypoplasia"				10973257;7682675		False	3	100;0;0	2.144	True		ENSG00000189056	ENSG00000189056	HGNC:9957													
RTTN	gene	RTTN	Emory Genetics Laboratory;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Malformations of cortical development	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Microcephaly, short stature, and polymicrogyria with seizures  614833  				 26608784		False	3	100;0;0	2.144	True		ENSG00000176225	ENSG00000176225	HGNC:18654													
