Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
SIX3	gene	SIX3	Expert Review Green;NHS GMS;Other;Radboud University Medical Center, Nijmegen;UKGTN	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Holoprosencephaly-2;Holoprosencephaly;Holoprosencephaly 2, 157170						False	3	100;0;0	2.27	False		ENSG00000138083	ENSG00000138083	HGNC:10889													
SMC1A	gene	SMC1A	Expert Review Green;Other	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Developmental and epileptic encephalopathy 85, with midline brain defects, OMIM:301044;Developmental and epileptic encephalopathy, 85, with or without midline brain defects, MONDO:0026771				28166369;31334757		False	3	100;0;0	2.27	False		ENSG00000072501	ENSG00000072501	HGNC:11111													
STAG2	gene	STAG2	Expert Review Green;Other	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Holoprosencephaly 13, X-linked OMIM:301043				PMID: 31334757		False	3	100;0;0	2.27	False		ENSG00000101972	ENSG00000101972	HGNC:11355													
TGIF1	gene	TGIF1	Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Other;Radboud University Medical Center, Nijmegen;UKGTN	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Holoprosencephaly-4;Holoprosencephaly;Holoprosencephaly 4, 142946						False	3	100;0;0	2.27	False		ENSG00000177426	ENSG00000177426	HGNC:11776													
ZIC2	gene	ZIC2	Expert Review Green;NHS GMS;Other;Radboud University Medical Center, Nijmegen;UKGTN	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Holoprosencephaly-5;Holoprosencephaly;Holoprosencephaly 5, 609637						False	3	100;0;0	2.27	False		ENSG00000043355	ENSG00000043355	HGNC:12873													
CNOT1	gene	CNOT1	Expert Review Amber;Literature;NHS GMS	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Holoprosencephaly 12, with or without pancreatic agenesis, 618500;pancreatic agenesis and holoprosencephaly syndrome				31006513;31006510		False	2	0;0;0	2.27	False	Other	ENSG00000125107	ENSG00000125107	HGNC:7877													
DLL1	gene	DLL1	Expert Review Amber;Literature;NHS GMS	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted					27363716;21196490;29771000		False	2	0;100;0	2.27	False		ENSG00000198719	ENSG00000198719	HGNC:2908													
HS2ST1	gene	HS2ST1	Expert Review Amber;Literature	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual disability;dysmorphic features;congenital anomalies				33159882		False	2	0;100;0	2.27	False		ENSG00000153936	ENSG00000153936	HGNC:5193													
PLCH1	gene	PLCH1	Expert Review Amber;Literature	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Severe developmental delay;Brain malformations;Holoprosencephaly spectrum				33820834		False	2	0;100;0	2.27	False		ENSG00000114805	ENSG00000114805	HGNC:29185													
PPP1R12A	gene	PPP1R12A	Expert list;Expert Review Amber	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Genitourinary and/or/brain malformation syndrome, 618820				31883643		False	2	50;50;0	2.27	False		ENSG00000058272	ENSG00000058272	HGNC:7618													
SUFU	gene	SUFU	Expert Review;Expert Review Amber;NHS GMS	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Basal cell nevus syndrome, 109400				27363716;29771000		False	2	0;100;0	2.27	False		ENSG00000107882	ENSG00000107882	HGNC:16466													
FOXH1	gene	FOXH1	Expert Review Red;Illumina TruGenome Clinical Sequencing Services;NHS GMS	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Holoprosencephaly				27363716		False	1	0;100;0	2.27	False		ENSG00000160973	ENSG00000160973	HGNC:3814													
GCM2	gene	GCM2	Expert Review Red;NHS GMS;Other;UKGTN	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Hypoparathyroidism, familial isolated (AD)						False	1	0;0;100	2.27	False		ENSG00000124827	ENSG00000124827	HGNC:4198													
NODAL	gene	NODAL	Expert Review Red;Illumina TruGenome Clinical Sequencing Services;NHS GMS	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Holoprosencephaly				27363716		False	1	0;100;0	2.27	False		ENSG00000156574	ENSG00000156574	HGNC:7865													
SMAD2	gene	SMAD2	Expert Review Red;NHS GMS;Radboud University Medical Center, Nijmegen	Holoprosencephaly	Neurodevelopmental disorders	Neurology and neurodevelopmental disorders	Unknown	Unknown				(Roessler (2008) Am J Hum Genet 83,18) 18538293		False	1	0;0;100	2.27	False		ENSG00000175387	ENSG00000175387	HGNC:6768													
