Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
TARDBP	gene	TARDBP	Expert Review Green;Illumina TruGenome Clinical Sequencing Services;UKGTN	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	Frontotemporal Dementia				20697052		FALSE	3	100;0;0	1.76	TRUE		ENSG00000120948	ENSG00000120948	HGNC:11571													
TBK1	gene	TBK1	Expert Review Green;Literature	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	FTLD; ALS				26476236;25803835;26581300		FALSE	3	100;0;0	1.76	TRUE		ENSG00000183735	ENSG00000183735	HGNC:11584													
TYROBP	gene	TYROBP	Expert Review Green;UKGTN	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"BIALLELIC, autosomal or pseudoautosomal"	Dementia 				15049507		FALSE	3	100;0;0	1.76	TRUE		ENSG00000011600	ENSG00000011600	HGNC:12449													
UBQLN2	gene	UBQLN2	"Expert Review Green;Radboud University Medical Center, Nijmegen"	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)"	"Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia, 300857"						FALSE	3	100;0;0	1.76	TRUE		ENSG00000188021	ENSG00000188021	HGNC:12509													
VCP	gene	VCP	"Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN"	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"Amyotrophic lateral sclerosis 14, with or without frontotemporal dementia, 613954"						FALSE	3	100;0;0	1.76	TRUE		ENSG00000165280	ENSG00000165280	HGNC:12666													
ATN1	gene	ATN1	Expert Review Red;Other	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	Other	"Dentatorubral-pallidoluysian atrophy, OMIM:125370"						FALSE	1	0;0;100	1.76	TRUE	Other - please provide details in the comments	ENSG00000111676	ENSG00000111676	HGNC:3033													
C9orf72	gene	C9orf72	"Eligibility statement prior genetic testing;Expert Review Red; Illumina TruGenome Clinical Sequencing Services;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN; UKGTN"	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	Other	"Frontotemporal dementia and/or amyotrophic lateral sclerosis 1, OMIM:105550"						FALSE	1	100;0;0	1.76	TRUE	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000147894	ENSG00000147894	HGNC:28337													
CHCHD10	gene	CHCHD10	"Expert Review Red;Radboud University Medical Center, Nijmegen"	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders		"?Myopathy, isolated mitochondrial, autosomal dominant, 616209"						FALSE	1	0;0;100	1.76	TRUE		ENSG00000250479	ENSG00000250479	HGNC:15559													
DCTN1	gene	DCTN1	Other	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	Perry syndrome						FALSE	1	0;100;0	1.76	FALSE		ENSG00000204843	ENSG00000204843	HGNC:2711													
FUS	gene	FUS	Expert Review Red;UKGTN	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders		Dementia 						FALSE	1	100;0;0	1.76	FALSE		ENSG00000089280	ENSG00000089280	HGNC:4010													
GBA	gene	GBA	"Radboud University Medical Center, Nijmegen"	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders		"Gaucher disease, type I, 230800"						FALSE	1	0;100;0	1.76	FALSE		ENSG00000177628	ENSG00000177628	HGNC:4177													
HNRNPA1	gene	HNRNPA1	"Radboud University Medical Center, Nijmegen"	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders		?Inclusion body myopathy wtih early-onset Paget disease without frontotemporal						FALSE	1	0;100;0	1.76	FALSE		ENSG00000135486	ENSG00000135486	HGNC:5031													
HTRA1	gene	HTRA1	UKGTN	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders		Dementia 						FALSE	1	0;0;100	1.76	FALSE		ENSG00000166033	ENSG00000166033	HGNC:9476													
JPH3	gene	JPH3	Expert Review	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	Other	"Huntington disease-like 2, OMIM:606438"						FALSE	1	0;0;100	1.76	FALSE	Other - please provide details in the comments	ENSG00000154118	ENSG00000154118	HGNC:14203													
SNCA	gene	SNCA	"Expert Review Red;Radboud University Medical Center, Nijmegen"	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders		"Parkinson disease 4, 605543"						FALSE	1	100;0;0	1.76	FALSE		ENSG00000145335	ENSG00000145335	HGNC:11138													
SNCB	gene	SNCB	"Radboud University Medical Center, Nijmegen"	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders		"Dementia, Lewy body, 127750"						FALSE	1	0;50;50	1.76	FALSE		ENSG00000074317	ENSG00000074317	HGNC:11140													
TREM2	gene	TREM2	UKGTN	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders		Dementia 						FALSE	1	0;0;100	1.76	FALSE		ENSG00000095970	ENSG00000095970	HGNC:17761													
ATN1_CAG	str	ATN1	Expert Review Green;NHS GMS;Expert list	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"Dentatorubral-pallidoluysian atrophy, OMIM:125370"				20301664;8136840		FALSE	3	100;0;0	1.76	FALSE		ENSG00000111676	ENSG00000111676	HGNC:3033	12	7045880	7045936	6936717	6936772	CAG	36	48					
ATXN10_ATTCT	str	ATXN10	Expert Review Green;NHS GMS;Expert Review	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"Spinocerebellar ataxia 10, OMIM:603516"						FALSE	3	0;0;0	1.76	TRUE		ENSG00000130638	ENSG00000130638	HGNC:10549	22	46191235	46191304	45795355	45795424	ATTCT	33	800					
ATXN1_CAG	str	ATXN1	Expert Review Green;NHS GMS;Expert Review	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"Spinocerebellar ataxia 1, OMIM:164400"						FALSE	3	100;0;0	1.76	TRUE		ENSG00000124788	ENSG00000124788	HGNC:10548	6	16327867	16327953	16327636	16327722	CAG	36	45					
ATXN2_CAG	str	ATXN2	Expert Review Green;NHS GMS;Expert Review	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"Spinocerebellar ataxia 2, OMIM:183090;{Amyotrophic lateral sclerosis, susceptibility to, 13}, OMIM:183090;{Parkinson disease, late-onset, susceptibility to}, OMIM:168600"						FALSE	3	100;0;0	1.76	TRUE		ENSG00000204842	ENSG00000204842	HGNC:10555	12	112036755	112036823	111598951	111599019	CAG	32	35					
C9orf72_GGGGCC	str	C9orf72	Expert Review Green;NHS GMS;Expert list	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"Frontotemporal dementia and/or amyotrophic lateral sclerosis 1, OMIM:105550"						FALSE	3	100;0;0	1.76	FALSE		ENSG00000147894	ENSG00000147894	HGNC:28337	9	27573527	27573544	27573529	27573546	GGGGCC	24	200					
HTT_CAG	str	HTT	Expert Review Green;NHS GMS;Expert Review	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"Huntington disease, OMIM:143100"						FALSE	3	100;0;0	1.76	TRUE		ENSG00000197386	ENSG00000197386	HGNC:4851	4	3076604	3076666	3074877	3074939	CAG	36	40					
JPH3_CTG	str	JPH3	Expert Review Green;NHS GMS;Expert list	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"Huntington disease-like 2, OMIM:606438"						FALSE	3	100;0;0	1.76	FALSE		ENSG00000154118	ENSG00000154118	HGNC:14203	16	87637894	87637932	87604288	87604326	CTG	29	40					
NOP56_GGCCTG	str	NOP56	Expert Review Green;NHS GMS;Expert Review	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"Spinocerebellar ataxia 36, OMIM:614153"						FALSE	3	100;0;0	1.76	TRUE		ENSG00000101361	ENSG00000101361	HGNC:15911	20	2633380	2633403	2652734	2652757	GGCCTG	15	650					
TBP_CAG	str	TBP	Expert Review Green;NHS GMS;Expert Review	Early onset dementia	Neurodegenerative disorders	Neurology and neurodevelopmental disorders	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"Spinocerebellar ataxia 17, OMIM:607136;{Parkinson disease, susceptibility to}, OMIM:168600"						FALSE	3	0;0;0	1.76	TRUE		ENSG00000112592	ENSG00000112592	HGNC:11588	6	170870996	170871109	170561908	170562021	CAG	41	49					
